id,title,author,year,isbn,status
373,Moon Dawn Garden Halo,John Shannon,1989,9782182307681,AVAILABLE
374,Star Halo,Alan Lamarr,1961,9780184094353,OUT
375,Star River,Mary Ritchie,2006,9784224109881,AVAILABLE
376,Voyage Machine,Mary Ritchie,1984,9784932149587,OUT
377,Moon Shadow,John Turing,1963,9781662997954,AVAILABLE
378,Harbor Dawn Whisper,Mary Hopper,2009,9781717477332,AVAILABLE
379,River Halo Machine Signal,Edsger Ritchie,1991,9780171577245,AVAILABLE
380,Dust Moon Echo Crystal,Guido Knuth,1991,9781487696393,AVAILABLE
381,Iron Labyrinth Signal Storm,Dennis Torvalds,2005,9786958321971,AVAILABLE
382,Code Archive Garden Voyage,Donald Allen,1972,9786191965701,OUT
383,Harbor Moon,Satoshi Lovelace,1968,9787846997335,AVAILABLE
384,Dust Circuit Halo,Katherine Gosling,1994,9789098624058,AVAILABLE
385,Shadow Whisper,Mary Thompson,1964,9780369656666,AVAILABLE
386,Dawn Glass Iron Labyrinth,Barbara Torvalds,2021,9785624220102,AVAILABLE
387,Dream Labyrinth Glass Cipher,Barbara Hopper,1967,9786796927868,AVAILABLE
388,Signal Machine Night,Edsger Gosling,1950,9783846895009,AVAILABLE
389,Whisper Machine Crystal,Satoshi Backus,1960,9788478189137,OUT
390,Quantum Glass Glass Storm,Mary Nakamoto,1989,9785807787956,AVAILABLE
391,Circuit Star Star,Edsger Turing,1988,9789407929049,AVAILABLE
392,Star Labyrinth,Grace Liskov,2014,9784429444019,OUT
393,Halo Dust,Barbara Allen,1997,9784372805129,AVAILABLE
394,Harbor Labyrinth,James van Rossum,1980,9782395041027,AVAILABLE
395,Labyrinth Star Labyrinth,Mary Berners-Lee,1998,9786742860476,AVAILABLE
396,Garden Echo Glass Empire,Donald Jackson,1995,9786945441496,AVAILABLE
397,Atlas Glass Quantum,Tim Nakamoto,1974,9782580010618,AVAILABLE
398,Glass Archive,Ken Berners-Lee,1986,9780091093911,OUT
399,Phoenix Code,Barbara van Rossum,2022,9782124471746,AVAILABLE
400,Dream Glass Atlas Atlas,Dennis Hamilton,1970,9784066504427,AVAILABLE
401,Labyrinth Halo,Linus Lamarr,2000,9787128639174,OUT
402,Empire Storm,Grace Nakamoto,1982,9780720064256,AVAILABLE
403,Shadow Echo Whisper Atlas,John Backus,2005,9781830671985,AVAILABLE
404,Glass Star Signal,Alan Hopper,1996,9785174328063,AVAILABLE
405,Whisper Signal Dream,Donald Thompson,2012,9787320309376,OUT
406,Circuit Voyage,Katherine Backus,2018,9787005050613,AVAILABLE
407,Glass Echo Archive Glass,Mary Liskov,2024,9781027079032,OUT
408,Iron Fire,Alan Johnson,1962,9782911179931,AVAILABLE
409,Cipher Garden,Guido Ritchie,1965,9789825309251,AVAILABLE
410,River Moon,James Dijkstra,1997,9787390219620,AVAILABLE
411,Storm Shadow Shadow,Edsger Hopper,1986,9787232487632,AVAILABLE
412,Whisper Empire Code Iron,John Lamarr,1961,9784560833181,AVAILABLE
413,Machine Phoenix Atlas Voyage,Claude Berners-Lee,2009,9783403127722,AVAILABLE
414,Halo Empire Empire Fire,Ken Johnson,1976,9785970108220,AVAILABLE
415,Echo Crystal Storm,Tim Allen,2024,9783531531363,OUT
416,Dream Night Storm,John Nakamoto,2012,9786239726527,OUT
417,Dawn Fire Machine River,Linus Ritchie,1966,9789042177625,OUT
418,Dream Star,Hedy Dijkstra,1971,9788316873977,AVAILABLE
419,Shadow Quantum Cipher,Tim Berners-Lee,1991,9783929060078,AVAILABLE
420,Cipher Echo,Guido Backus,1962,9783180632543,AVAILABLE
421,Storm Shadow Labyrinth Glass,Katherine Dijkstra,2008,9789077262570,AVAILABLE
422,Storm Signal Dream Whisper,Dennis Shannon,1954,9784989319508,OUT
423,Machine Dream Empire Crystal,Guido Thompson,2009,9785528183253,AVAILABLE
424,Crystal Fire Labyrinth Quantum,Satoshi Torvalds,1978,9784864015577,OUT
425,Echo Harbor Crystal Labyrinth,Mary Jackson,1987,9785137116241,AVAILABLE
426,Iron River,Donald Liskov,2013,9783804682756,OUT
427,Quantum Fire Shadow,Katherine Torvalds,1958,9783856955798,OUT
428,Archive Archive Star Dust,Barbara Johnson,1971,9783754025472,AVAILABLE
429,Halo Iron Whisper Voyage,Katherine Dijkstra,1972,9782231059274,AVAILABLE
430,Iron Dawn Voyage,Alan Ritchie,1994,9787828410672,OUT
431,Halo Garden Moon,Ada Jackson,2014,9784749297517,OUT
432,Moon Glass,Mary Knuth,1989,9789375150939,OUT
433,Night Circuit Halo Atlas,Margaret Torvalds,1952,9787186375998,OUT
434,Halo Glass,Ken van Rossum,1968,9786565045547,AVAILABLE
435,Storm Dawn Quantum Dream,Frances Gosling,2006,9786629912347,OUT
436,Garden Storm Halo Dust,Guido Hopper,1950,9784628792326,AVAILABLE
437,Voyage Labyrinth Empire,Katherine Nakamoto,1988,9787300244714,AVAILABLE
438,Iron Labyrinth Halo,Tim Lovelace,1965,9787195979647,AVAILABLE
439,Harbor Crystal Machine Echo,Satoshi Lovelace,1983,9780257252045,OUT
440,Fire Halo Machine,Alan Johnson,1987,9781832192855,AVAILABLE
441,Circuit Star River Glass,Ken Knuth,2018,9782028457652,AVAILABLE
442,Dawn Moon,Claude Berners-Lee,1974,9788988816711,AVAILABLE
443,Halo Shadow,John Thompson,1989,9782798524013,AVAILABLE
444,Phoenix Whisper,Barbara Berners-Lee,1989,9782161107603,OUT
445,Empire Circuit,Claude Nakamoto,1957,9784014011939,AVAILABLE
446,Iron Glass,Ken Lovelace,1961,9784955289389,OUT
447,Crystal Harbor,Satoshi Lovelace,2017,9783428013875,OUT
448,Dust Iron Archive Glass,Donald Dijkstra,1995,9786383615171,AVAILABLE
449,Moon Labyrinth Atlas Machine,Katherine Jackson,1955,9787164794738,OUT
450,Star Phoenix Cipher,Linus Hopper,2010,9785207167811,AVAILABLE
451,Signal Signal,Satoshi Knuth,1971,9783539613674,OUT
452,Atlas Dust Dust River,Guido Thompson,2010,9786784271147,AVAILABLE
453,Night Fire Moon,Ada Knuth,1956,9787026952499,AVAILABLE
454,Atlas Storm,Claude Backus,2009,9787784858800,OUT
455,Dream Halo Crystal,Guido Allen,1990,9787700284276,AVAILABLE
456,Star Whisper,Guido Backus,1964,9787889778280,AVAILABLE
457,River Labyrinth Dust,Guido Lamarr,1995,9784500902559,AVAILABLE
458,Atlas Dream,Dennis van Rossum,1962,9785650333491,AVAILABLE
459,Storm Phoenix Star Crystal,Dennis Dijkstra,1952,9780769864079,AVAILABLE
460,Garden Signal,Satoshi van Rossum,1991,9787135785294,AVAILABLE
461,Cipher Dawn Labyrinth,Grace Jackson,1977,9780496391919,OUT
462,River Storm Dust,Claude Backus,2004,9781484685366,OUT
463,Code Echo Archive,Mary Dijkstra,1952,9788297374896,AVAILABLE
464,Quantum Fire Empire Echo,Linus Thompson,2009,9782466513644,OUT
465,Iron River Glass Code,Tim van Rossum,1980,9783034778660,OUT
466,Iron River,Barbara Lovelace,1983,9784820700159,AVAILABLE
467,Phoenix Storm Dream,James Thompson,1961,9782319818984,AVAILABLE
468,Dream Storm Night,Hedy Knuth,1990,9789636321234,OUT
469,Cipher River Phoenix,Satoshi Turing,2012,9781586734257,AVAILABLE
470,Machine Harbor Star Shadow,Hedy Turing,1956,9783486451837,AVAILABLE
471,Shadow Halo Signal,Margaret Johnson,1961,9783432756041,AVAILABLE
472,Labyrinth Quantum Cipher,Dennis Gosling,1962,9784815698570,AVAILABLE
473,Fire Fire,Edsger Allen,1967,9783459112382,OUT
474,Glass Cipher Circuit Garden,Frances Backus,1967,9789543165266,OUT
475,Night Shadow Shadow Halo,Mary Lamarr,1979,9787342069694,AVAILABLE
476,Storm Machine,Edsger Nakamoto,1965,9788677133344,OUT
477,Labyrinth Signal Moon Cipher,Linus Lamarr,1977,9784362620443,AVAILABLE
478,Archive Halo Night Machine,Satoshi Allen,1960,9782563669411,OUT
479,Empire Empire Garden Halo,Tim Backus,1995,9789004896465,AVAILABLE
480,Dream Voyage,Alan Nakamoto,1972,9788757215862,OUT
481,Crystal Garden Empire,Barbara Backus,1985,9786449485625,AVAILABLE
482,Labyrinth Atlas Moon Voyage,Frances Turing,1974,9783207427617,OUT
483,Archive Machine,Mary Backus,2008,9782151342284,AVAILABLE
484,Dream Glass Dust Dawn,Satoshi Lovelace,2017,9782613715041,AVAILABLE
485,Machine Dust Halo,Donald Ritchie,1969,9787774905097,OUT
486,Quantum Quantum Halo,Satoshi Liskov,1977,9784501896164,AVAILABLE
487,Night Atlas,Guido Hopper,1952,9782664214764,AVAILABLE
488,Code Moon Machine Glass,Donald Thompson,2015,9787674996165,OUT
489,Iron Cipher Fire Cipher,Grace Turing,2015,9787327881476,OUT
490,Halo Circuit,John Johnson,1969,9784386490810,AVAILABLE
491,Crystal Echo Cipher Cipher,Donald Allen,2022,9785491801722,AVAILABLE
492,Empire Storm Cipher,Katherine Ritchie,2008,9787945232194,AVAILABLE
493,Crystal Cipher Voyage Shadow,Ada van Rossum,1964,9787769749956,OUT
494,Storm Moon Moon,Ada Torvalds,1964,9783037236831,AVAILABLE
495,Atlas Archive Moon,John Gosling,1952,9782777079334,OUT
496,Harbor Harbor Signal Empire,Dennis Lovelace,1963,9786679984076,AVAILABLE
497,Echo Dust Quantum,Hedy Backus,1979,9788069581467,AVAILABLE
498,Labyrinth Code,Ken Allen,2005,9784375738395,OUT
499,Phoenix Harbor Whisper Glass,Frances Liskov,1987,9786657293417,AVAILABLE
500,Iron Dawn,Edsger Lamarr,2012,9786743380054,OUT
501,Glass Iron Iron,Claude Turing,1958,9781931837455,OUT
502,Atlas Dream,Mary Hamilton,1969,9788910771199,AVAILABLE
503,Harbor Voyage,Alan Shannon,1963,9781352478712,OUT
504,Machine Garden Harbor Moon,Donald Torvalds,2006,9780375482145,AVAILABLE
505,Atlas Cipher Machine Fire,Tim Liskov,2017,9783266678507,AVAILABLE
506,Atlas Shadow,Claude Hopper,1960,9786260602908,OUT
507,Cipher Signal Dream,Mary Johnson,1990,9780489267389,AVAILABLE
508,Fire Archive Whisper Machine,Guido Torvalds,1988,9788562884318,OUT
509,Star Echo Garden Atlas,Edsger Lovelace,1953,9788943468105,AVAILABLE
510,Fire Echo Machine,Donald Turing,1965,9789075399893,AVAILABLE
511,Star Star Glass,Satoshi Liskov,1998,9783158935712,AVAILABLE
512,Cipher Harbor Cipher Storm,Grace Turing,2004,9787371586988,AVAILABLE
513,Phoenix River Dust,John Gosling,2006,9787622827728,AVAILABLE
514,Crystal Whisper Dawn Archive,John Turing,1970,9785196115940,AVAILABLE
515,Moon Crystal Machine Star,Ken Johnson,1987,9782296044327,AVAILABLE
516,Crystal Voyage,Ken Hopper,1955,9789497567922,AVAILABLE
517,Fire Archive Atlas Archive,Frances Liskov,1991,9789966365807,OUT
518,River Fire Storm Phoenix,Edsger Lovelace,2023,9784818139890,AVAILABLE
519,Echo Dawn Atlas Labyrinth,Claude Lovelace,1965,9788204339718,AVAILABLE
520,Garden Signal Dust Empire,John Lovelace,1993,9786085641118,AVAILABLE
521,Star Moon,Edsger Hamilton,1961,9786209520046,OUT
522,Garden Moon,James Ritchie,1983,9781033993788,AVAILABLE
523,Crystal River Empire,Dennis Allen,2020,9787063048913,AVAILABLE
524,Fire Circuit Moon Star,Satoshi Gosling,2007,9788325823868,OUT
525,Empire Shadow Harbor,Frances Lamarr,1987,9782007494653,AVAILABLE
526,Harbor Echo Star Empire,Edsger Jackson,2022,9781612846398,OUT
527,Dream Glass Garden,Margaret Allen,1984,9785537950209,OUT
528,Shadow Dream Shadow,Edsger Gosling,2021,9787681180715,AVAILABLE
529,Harbor Code Machine,Guido Dijkstra,1951,9785370304531,OUT
530,Fire Star Circuit Whisper,Tim Berners-Lee,2013,9780479303614,AVAILABLE
531,Echo Labyrinth Iron Voyage,Linus Nakamoto,2022,9789212493843,OUT
532,Shadow Whisper Glass Voyage,Hedy Hamilton,2021,9780605664187,AVAILABLE
533,Machine Echo Atlas,Alan Berners-Lee,1956,9786875063519,OUT
534,Quantum Night,James Hopper,1981,9785411076095,OUT
535,Night Crystal Labyrinth,Tim Ritchie,1956,9788319971791,AVAILABLE
536,Empire Halo,Alan van Rossum,1990,9781207049611,AVAILABLE
537,Empire Voyage Empire Star,Guido van Rossum,1962,9786399076769,AVAILABLE
538,Crystal Garden Fire Glass,Ada Allen,2016,9783110919392,OUT
539,Echo River Machine Cipher,John Lamarr,2006,9782002496854,OUT
540,Dream Voyage Atlas Moon,Barbara Backus,1989,9784508920388,AVAILABLE
541,Cipher Machine,Linus Torvalds,1975,9785377959959,AVAILABLE
542,Cipher Garden Iron,Donald Allen,1955,9780337933756,AVAILABLE
543,Signal Iron,Ada Thompson,1951,9780812473950,OUT
544,Dawn Dawn,Katherine Dijkstra,1978,9782583230241,AVAILABLE
545,Harbor Glass,Barbara van Rossum,1964,9783473552896,OUT
546,Storm Crystal Moon Dream,Barbara Torvalds,1974,9785596309938,AVAILABLE
547,Circuit Moon Garden,Tim Turing,1985,9788973179128,AVAILABLE
548,Atlas Dream Fire,Claude Thompson,2013,9782558777496,AVAILABLE
549,Halo Circuit Dust Fire,Alan Torvalds,1978,9787363466925,AVAILABLE
550,Voyage Storm Moon,Grace Johnson,2006,9783907895677,AVAILABLE
551,Cipher Machine Circuit,John Ritchie,1984,9782734151488,AVAILABLE
552,Fire Storm Circuit River,Tim Knuth,1965,9780835354443,OUT
553,Code Moon Phoenix Atlas,Mary Hamilton,1951,9784566907826,AVAILABLE
554,Night Quantum,Linus Backus,1979,9788775153663,AVAILABLE
555,Archive Phoenix Voyage,Ada Thompson,1967,9782407553666,AVAILABLE
556,Voyage Star Garden Dust,Ada Nakamoto,1954,9782599996636,AVAILABLE
557,Voyage Signal,Linus Backus,1963,9787412182097,OUT
558,Iron Dawn,Grace van Rossum,1986,9784817058025,OUT
559,Signal Iron Crystal,Barbara Jackson,2003,9781632346729,AVAILABLE
560,Star Dust Dawn Echo,Frances Hamilton,1975,9782716938597,OUT
561,Archive Dust Empire,Grace Johnson,2008,9784692632967,OUT
562,Halo Glass Iron,Satoshi Knuth,2000,9780324841376,AVAILABLE
563,Crystal Machine Storm Atlas,Donald Shannon,1991,9782438070176,AVAILABLE
564,Quantum Signal Phoenix,Linus van Rossum,1954,9781257771183,OUT
565,Archive Moon Labyrinth Harbor,Margaret Dijkstra,1971,9789124186210,AVAILABLE
566,River Moon Archive Machine,Edsger Torvalds,1954,9788370816470,AVAILABLE
567,Shadow Empire Atlas Signal,Linus Berners-Lee,1997,9783106005313,AVAILABLE
568,Circuit Harbor,Edsger Dijkstra,1955,9781558393866,AVAILABLE
569,Night Dawn,Donald Thompson,1991,9786506373149,OUT
570,Empire Storm Dream,Linus Gosling,1988,9787189241956,AVAILABLE
571,Halo Atlas Whisper Moon,Dennis Dijkstra,1990,9787150997683,AVAILABLE
572,Dust Whisper Shadow Night,Ada Lamarr,1965,9786391025743,OUT
573,Signal Dawn,Alan Berners-Lee,2006,9785245086403,AVAILABLE
574,Garden Garden Night Dawn,Mary Turing,1981,9783968527017,AVAILABLE
575,Dawn Empire,Barbara Torvalds,1966,9789833816742,OUT
576,Dawn Night Cipher Iron,Hedy Berners-Lee,1988,9787347156627,OUT
577,Cipher Echo Code,James Liskov,2011,9786614982824,OUT
578,Archive Star Archive,Katherine van Rossum,2021,9781527323008,AVAILABLE
579,Quantum Machine Labyrinth Signal,James van Rossum,1997,9784916016923,AVAILABLE
580,River Atlas Halo,Ken Shannon,2012,9785066337050,AVAILABLE
581,Glass Fire Moon River,Hedy Allen,1968,9789920116691,OUT
582,Halo Dawn Dream Cipher,Edsger Gosling,1982,9788869461195,AVAILABLE
583,River Quantum,Linus van Rossum,1989,9782701168646,OUT
584,Iron Machine,Edsger Liskov,1975,9788179323023,AVAILABLE
585,Dream Phoenix Cipher,Frances Lamarr,1963,9782141614150,AVAILABLE
586,Night Labyrinth Labyrinth Glass,Donald Lovelace,1957,9780901380698,OUT
587,Halo Labyrinth Labyrinth,Dennis Lamarr,2004,9785535669055,OUT
588,Shadow Archive,Guido Liskov,1953,9788435797863,AVAILABLE
589,Fire Harbor,Dennis Lovelace,1996,9785739769156,AVAILABLE
590,Glass Phoenix Whisper,Donald van Rossum,1987,9782898027148,AVAILABLE
591,Iron Dream Archive,Donald Backus,2019,9783211602564,OUT
592,Quantum River,John Knuth,1967,9787153991566,AVAILABLE
593,Fire Circuit Voyage Phoenix,James Berners-Lee,1978,9784111593195,OUT
594,Phoenix Garden,Guido Nakamoto,1950,9789836655289,OUT
595,Night Crystal Signal Shadow,Mary Allen,1990,9784377294209,OUT
596,Star Echo Whisper,Donald Hamilton,2023,9783746052330,AVAILABLE
597,Phoenix Labyrinth,Guido Johnson,1970,9788656756618,AVAILABLE
598,Star Star Whisper Halo,Linus Jackson,2000,9785904729277,OUT
599,Dream Moon Dawn,Linus Torvalds,1951,9789126620157,AVAILABLE
600,Empire Crystal,Claude Ritchie,2005,9786301367492,AVAILABLE
601,Quantum Signal Atlas Whisper,Grace Allen,1998,9787501111783,OUT
602,Dust Dust,Satoshi Backus,1985,9781926764921,AVAILABLE
603,Storm Whisper Halo,Mary Dijkstra,2001,9780688871898,AVAILABLE
604,Harbor Circuit Fire Crystal,Linus Knuth,1973,9782087510293,AVAILABLE
605,Iron Storm Voyage River,Alan Hopper,1965,9785826034084,AVAILABLE
606,Voyage Archive Moon Dust,John Ritchie,2016,9785988310303,AVAILABLE
607,Star Phoenix,Linus Liskov,2020,9785429618446,OUT
608,Dream Iron Signal Archive,Grace Hamilton,2004,9782831435989,AVAILABLE
609,Cipher Harbor,Barbara Ritchie,2005,9789314181861,AVAILABLE
610,Fire Storm Machine,Dennis Hamilton,1968,9783401636112,AVAILABLE
611,Quantum Dream Star Dust,John Knuth,2017,9789484910256,OUT
612,Machine Circuit,Mary Jackson,2001,9782408222694,AVAILABLE
613,Halo Quantum,Ken Berners-Lee,2003,9782757844683,AVAILABLE
614,Fire Phoenix Storm,Katherine Gosling,1990,9781131290148,AVAILABLE
615,Circuit Phoenix Shadow,James Shannon,1967,9788816093068,AVAILABLE
616,Machine Night Quantum Glass,Claude Lamarr,1955,9782832152850,AVAILABLE
617,Labyrinth Signal Iron,Ken Knuth,1993,9783814474430,AVAILABLE
618,Fire Dust Signal Dawn,Katherine Shannon,1954,9789705097545,AVAILABLE
619,Shadow Machine,Edsger van Rossum,1995,9786731882617,OUT
620,Moon Atlas,Margaret Berners-Lee,2010,9784562841772,AVAILABLE
621,Machine Quantum,James Lovelace,1995,9783134026650,AVAILABLE
622,Glass Dawn,John Hamilton,1965,9788725686211,AVAILABLE
623,Moon Moon,Ken Shannon,1951,9783056906744,AVAILABLE
624,Storm Atlas Cipher,Tim Lamarr,1969,9782341436371,AVAILABLE
625,Quantum Echo Code Iron,Linus Nakamoto,1969,9782604326093,OUT
626,Phoenix Empire,Guido Gosling,2017,9783356708604,OUT
627,River Machine,Margaret Thompson,2003,9780200053474,OUT
628,Crystal Cipher Iron River,John Thompson,1992,9781082555989,OUT
629,Night Fire River,Linus Nakamoto,1999,9781291093371,OUT
630,Voyage Code,Dennis Johnson,2010,9783820236848,AVAILABLE
631,Dream Machine Archive,Donald Gosling,1958,9788802942409,AVAILABLE
632,Circuit Whisper,Linus van Rossum,2013,9788127868669,AVAILABLE
633,Dawn Iron Shadow,Edsger Nakamoto,1977,9780878844344,AVAILABLE
634,Crystal Iron Night Empire,Mary Berners-Lee,1987,9782424033810,OUT
635,Machine Fire Code Machine,Dennis Hopper,2020,9782694500534,OUT
636,River Shadow,Mary Nakamoto,1963,9786498373543,AVAILABLE
637,Fire Circuit Phoenix Atlas,Guido Liskov,2007,9786527172722,OUT
638,Dust Labyrinth,Edsger Johnson,1952,9782693121637,OUT
639,Signal Crystal Quantum Echo,Barbara Lovelace,1962,9780100231429,AVAILABLE
640,Circuit Shadow,Donald Jackson,1993,9781327972457,AVAILABLE
641,Night Empire,Mary Hamilton,2019,9780184186203,OUT
642,Night Cipher,Guido Liskov,1995,9783617213145,AVAILABLE
643,Code Garden,Donald Thompson,1960,9789226859262,AVAILABLE
644,Glass Star Code Harbor,Katherine Thompson,1963,9787541022526,OUT
645,Quantum Circuit Circuit,John Hopper,1964,9784215226557,AVAILABLE
646,Labyrinth Whisper Cipher,Hedy Ritchie,1967,9783668788788,AVAILABLE
647,Signal Storm,Satoshi Gosling,2017,9783135030587,AVAILABLE
648,Halo Crystal,Alan Thompson,1996,9782472863330,AVAILABLE
649,Moon Crystal Whisper Whisper,Barbara van Rossum,1953,9786501917920,AVAILABLE
650,Machine Moon,Grace Berners-Lee,1959,9786227284765,OUT
651,Circuit Fire Whisper,Ada Johnson,1964,9780928206678,OUT
652,Harbor River Halo Dust,Claude Johnson,1979,9782418623690,AVAILABLE
653,Signal Iron,Mary Lamarr,1959,9787756620563,AVAILABLE
654,Crystal Crystal Storm,Ken Lamarr,1992,9784281139043,OUT
655,Dawn Fire Halo Empire,Tim Hamilton,1960,9789097005140,AVAILABLE
656,Atlas Star Signal,Claude Torvalds,1990,9785215681820,AVAILABLE
657,Circuit Signal Labyrinth Dust,Alan Johnson,1970,9787113322889,OUT
658,Echo Halo Atlas Garden,Frances Liskov,1993,9789606339912,OUT
659,Fire Labyrinth Crystal Circuit,Ada Liskov,1989,9781717524214,AVAILABLE
660,Machine Machine Storm Storm,Edsger Allen,1983,9784721970546,AVAILABLE
661,Phoenix Code Halo,Barbara Allen,1996,9789551687409,AVAILABLE
662,Empire Quantum Circuit Night,Mary Lovelace,1969,9784629613671,AVAILABLE
663,Archive Archive Fire,Mary Allen,1963,9781663651559,OUT
664,Dawn Whisper Quantum,John Knuth,1985,9788272359096,AVAILABLE
665,Halo Circuit,Ken Gosling,2010,9783064421214,OUT
666,Storm Star Phoenix,Frances Gosling,2017,9784201654235,OUT
667,Labyrinth Labyrinth Voyage,Edsger Gosling,1995,9789608931992,AVAILABLE
668,Glass Harbor Quantum,Dennis Lovelace,1969,9782751648072,AVAILABLE
669,Archive Fire Dust Crystal,Alan Torvalds,1974,9788296353390,AVAILABLE
670,Harbor Machine Shadow,Katherine Johnson,2014,9781776655868,AVAILABLE
671,Crystal Halo Iron,Frances Gosling,1997,9789286646491,OUT
672,Circuit Harbor,Donald Hopper,1952,9786179817890,AVAILABLE
673,Star Phoenix Cipher Dawn,Tim Allen,2020,9783715766053,AVAILABLE
674,Star River Dream Glass,Margaret Johnson,2003,9780600025895,AVAILABLE
675,Iron Dust Cipher,Tim Jackson,2000,9786096262658,OUT
676,Cipher Night,Donald Liskov,2014,9789648253110,OUT
677,Shadow Fire Atlas,Satoshi Liskov,1953,9788196027523,AVAILABLE
678,Dream Night Star Dawn,Mary Berners-Lee,1998,9780412091179,AVAILABLE
679,Crystal Moon,Katherine Hamilton,1973,9787536170617,OUT
680,Storm Dawn Glass Cipher,Guido Ritchie,2007,9782402990155,AVAILABLE
681,Code Code Voyage,Ada Dijkstra,2016,9781390808823,AVAILABLE
682,Crystal Dream Dawn,Ada Ritchie,1967,9782447315847,OUT
683,Circuit Labyrinth Cipher Echo,Guido Torvalds,1982,9784619942376,OUT
684,Cipher Code Quantum,Margaret Ritchie,1963,9786395517208,AVAILABLE
685,Dust Cipher Star,Hedy Shannon,1995,9781256253135,AVAILABLE
686,Moon Atlas Garden,Donald Lovelace,1990,9785379538164,AVAILABLE
687,Dawn Echo Dawn Crystal,Mary Hamilton,1959,9786655330770,AVAILABLE
688,Cipher Crystal Crystal,Frances Dijkstra,1991,9783904090742,AVAILABLE
689,Empire Dream Voyage,Claude Turing,1993,9781716445561,AVAILABLE
690,Atlas Garden Labyrinth Code,Alan van Rossum,1988,9787715910300,AVAILABLE
